feature,coefficient
B01001B_020E,-0.0010518911898191497
B01001B_027E,0.0007456667048772849
B01001B_023E,-0.000261696619171044
B01001B_025E,0.00018615464949459115
B01001B_026E,-0.00015988062946465612
B01001B_011E,-0.00015404342987000643
B01001B_019E,-0.00013661881151302082
B01001B_018E,0.00012007324643820727
B01001B_024E,0.00010492352064994278
B01001B_012E,7.343955928539598e-05
B01001B_017E,5.7338449847516414e-05
B01001B_010E,-4.5926932075366955e-05
B01001B_013E,3.2264041319781054e-06
